
 Recuentos por universidad
PDI en centros adscritos de universidades públicas por universidad, categoría y sexo
Unidades: Personal

;Ambos sexos;;;;;;;;;;;;;;;;;;Mujeres;;;;;;;;;;;;;;;;;;Hombres;;;;;;;;;;;;;;;;;;
;PDI Total;;;;;;;;;PDI ETC;;;;;;;;;PDI Total;;;;;;;;;PDI ETC;;;;;;;;;PDI Total;;;;;;;;;PDI ETC;;;;;;;;;
;2015-2016;2016-2017;2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2015-2016;2016-2017;2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2015-2016;2016-2017;2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2015-2016;2016-2017;2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2015-2016;2016-2017;2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2015-2016;2016-2017;2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;
Total;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;..;..;..;..;..;..;..;.;..;14;..;..;..;..;..;..;0;..;..;.;.;.;.;.;.;..;..;6;.;.;.;.;.;.;..;..;..;..;..;..;..;..;..;..;..;8;..;..;..;..;..;..;..;0;
    F. y E.S: Nivel II. Profesor Agregado y Titular;.;.;.;.;.;.;.;..;.;1;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;1;.;.;.;.;.;.;..;.;..;.;.;.;.;.;.;..;..;..;.;.;.;.;.;.;..;..;
    F. y E.S: Nivel III. Profesor Adjunto, Contratado Doctor y Ayudante Doctor;..;..;..;..;..;..;..;..;..;1;2;3;3;3;3;3;..;..;..;..;..;..;..;..;..;.;..;0;1;1;1;1;2;2;.;..;..;..;..;..;..;..;..;..;..;1;1;2;2;2;1;1;..;0;
    F. y E.S: Nivel IV. Profesor Asociado;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;
    F. y E.S: Nivel V y VI. Profesor Ayudante, Auxiliar o Colaborador;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;
    Escuelas Universitarias y Otras Enseñanzas (E.U y Otras);158;179;202;212;203;234;221;271;219;66;87;99;106;108;112;115;114;112;..;101;110;111;107;135;124;150;135;40;48;53;61;60;64;66;68;67;..;..;..;101;..;..;..;121;..;26;39;45;45;49;49;49;46;45;
    E.U y Otras: Nivel I. Profesor Agregado y Titular;..;117;137;147;147;136;133;127;170;57;72;83;92;97;84;87;73;103;..;..;..;..;..;..;..;..;100;34;40;45;53;53;43;46;38;61;..;..;..;..;..;..;..;..;..;23;33;38;39;44;41;41;34;42;
    E.U y Otras: Nivel II. Profesor Adjunto y Contratado Doctor;..;.;.;.;.;..;..;..;.;..;.;.;.;.;..;..;1;..;..;.;.;.;.;.;..;..;.;..;.;.;.;.;.;..;1;0;..;.;.;.;.;..;..;..;..;..;.;.;.;.;..;..;1;..;
    E.U y Otras: Nivel III y Nivel IV. Profesor Asociado, Ayudante, Auxiliar y Colaborador;..;..;..;..;..;..;..;114;..;9;15;16;14;11;27;27;40;8;..;..;..;..;..;..;..;..;..;5;9;9;8;7;21;20;29;6;..;..;..;..;..;..;..;..;..;4;6;7;6;4;6;7;11;..;
    Otro personal docente;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;0;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;1;
Barcelona;
    Total;286;297;313;394;411;404;360;311;311;124;145;161;189;209;204;197;173;173;106;114;130;172;183;172;161;136;142;53;60;73;88;99;94;91;80;85;180;183;183;222;228;232;199;175;169;72;84;88;101;110;109;106;93;88;
    Facultades y Escuelas Superiores (F. y E.S);126;..;..;..;..;..;..;..;..;39;20;28;32;32;27;15;45;19;..;.;..;..;..;..;..;..;..;11;.;15;18;18;14;6;17;8;..;..;..;..;..;..;..;..;..;29;13;14;14;14;13;8;28;12;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;..;..;..;..;..;..;..;..;..;29;19;19;16;16;14;11;14;12;..;.;.;.;.;.;.;.;.;6;.;6;6;6;6;5;5;4;..;..;..;..;..;.;.;.;.;23;13;12;10;10;7;.;.;.;
    F. y E.S: Nivel II. Profesor Agregado y Titular;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel III. Profesor Adjunto, Contratado Doctor y Ayudante Doctor;.;.;.;..;..;..;.;..;.;.;.;.;..;..;..;1;28;.;.;.;.;.;..;..;..;..;..;.;.;.;.;..;..;..;11;..;.;.;.;..;.;..;..;..;..;.;.;.;..;.;..;..;..;..;
    F. y E.S: Nivel IV. Profesor Asociado;..;..;..;..;..;..;..;.;.;10;..;10;16;15;11;3;2;..;..;..;..;..;..;.;..;..;..;5;..;8;11;10;5;..;..;0;..;..;..;..;..;..;.;.;..;6;..;..;4;4;5;2;2;..;
    F. y E.S: Nivel V y VI. Profesor Ayudante, Auxiliar o Colaborador;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    Escuelas Universitarias y Otras Enseñanzas (E.U y Otras);..;..;..;..;..;103;107;..;..;24;30;35;44;57;59;63;37;51;..;..;..;..;..;..;..;..;..;10;.;11;14;18;20;19;14;19;..;..;..;..;..;..;..;..;..;15;22;25;30;38;39;44;23;32;
    E.U y Otras: Nivel I. Profesor Agregado y Titular;.;..;..;..;..;..;..;.;.;.;..;..;..;..;..;..;3;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;..;..;..;..;..;..;..;.;.;..;..;..;..;..;..;..;.;
    E.U y Otras: Nivel II. Profesor Adjunto y Contratado Doctor;..;..;..;..;..;..;..;..;..;17;15;17;17;19;..;28;..;26;.;..;.;.;.;.;.;..;..;5;..;3;3;5;.;9;..;12;..;..;..;..;..;..;..;..;..;12;12;14;14;14;..;..;..;14;
    E.U y Otras: Nivel III y Nivel IV. Profesor Asociado, Ayudante, Auxiliar y Colaborador;..;..;..;..;..;..;..;..;..;7;14;17;26;36;36;34;30;25;.;.;..;..;..;..;..;..;..;5;.;7;10;13;14;11;10;7;.;..;..;..;..;..;..;..;..;3;9;10;15;23;22;24;21;18;
    Otro personal docente;126;233;218;271;276;259;227;179;196;60;95;97;113;120;118;120;92;102;..;..;..;124;134;121;118;..;102;32;45;47;56;62;61;66;49;58;..;138;125;147;142;138;109;..;..;28;49;50;57;58;57;54;43;44;
Burgos;
    Total;..;..;..;..;..;..;.;.;.;13;13;13;13;11;11;.;.;.;.;.;.;.;.;.;.;.;.;7;7;7;7;5;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    Facultades y Escuelas Superiores (F. y E.S);.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel II. Profesor Agregado y Titular;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel III. Profesor Adjunto, Contratado Doctor y Ayudante Doctor;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel IV. Profesor Asociado;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel V y VI. Profesor Ayudante, Auxiliar o Colaborador;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    Escuelas Universitarias y Otras Enseñanzas (E.U y Otras);.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    E.U y Otras: Nivel I. Profesor Agregado y Titular;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    E.U y Otras: Nivel II. Profesor Adjunto y Contratado Doctor;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    E.U y Otras: Nivel III y Nivel IV. Profesor Asociado, Ayudante, Auxiliar y Colaborador;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    Otro personal docente;..;..;..;..;..;..;.;.;.;13;13;13;13;11;11;.;.;.;.;.;.;.;.;.;.;.;.;7;7;7;7;5;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
Cádiz;
    Total;..;..;..;..;..;..;..;..;..;32;33;33;31;33;30;32;32;35;..;..;..;..;..;..;..;..;..;23;22;..;21;23;20;22;21;24;..;..;..;..;..;..;..;..;..;9;10;11;10;10;10;10;11;11;
    Facultades y Escuelas Superiores (F. y E.S);..;..;..;..;..;..;..;..;..;23;21;20;21;22;15;15;15;18;..;..;..;..;..;..;..;..;..;18;15;15;15;16;13;13;12;15;.;..;.;.;.;.;.;.;.;5;6;5;5;6;2;3;3;3;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;..;..;..;..;..;..;..;.;.;..;..;..;..;..;..;..;.;.;..;..;..;..;..;..;..;.;.;..;..;..;..;..;..;..;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel II. Profesor Agregado y Titular;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel III. Profesor Adjunto, Contratado Doctor y Ayudante Doctor;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel IV. Profesor Asociado;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel V y VI. Profesor Ayudante, Auxiliar o Colaborador;..;..;..;..;..;..;..;..;..;22;20;19;20;21;14;14;15;18;..;..;..;..;..;..;..;..;..;17;14;14;14;15;12;12;12;15;.;..;.;.;.;.;.;.;.;5;6;5;5;6;2;3;3;3;
    Escuelas Universitarias y Otras Enseñanzas (E.U y Otras);..;..;..;..;..;..;..;..;..;9;12;13;11;12;15;17;16;16;.;.;.;.;.;.;.;.;.;5;7;7;.;.;7;.;8;8;.;.;.;.;.;..;.;.;.;4;4;5;5;5;8;8;8;8;
    E.U y Otras: Nivel I. Profesor Agregado y Titular;..;..;..;.;.;..;..;..;..;..;..;..;.;.;11;11;12;12;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;6;6;..;..;..;.;.;.;.;.;.;..;..;..;.;.;5;5;5;5;
    E.U y Otras: Nivel II. Profesor Adjunto y Contratado Doctor;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    E.U y Otras: Nivel III y Nivel IV. Profesor Asociado, Ayudante, Auxiliar y Colaborador;..;..;..;..;..;.;.;.;.;8;11;12;11;12;4;5;4;4;.;.;.;.;.;..;..;..;..;5;7;7;.;.;..;..;..;..;.;.;.;.;.;.;..;..;..;3;3;4;5;5;3;..;..;..;
    Otro personal docente;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
Cantabria;
    Total;151;133;112;123;134;147;136;141;140;39;41;38;38;34;38;33;39;43;..;..;..;..;..;..;..;..;..;22;25;22;22;19;22;20;25;25;..;..;..;..;..;..;..;..;..;17;16;16;17;15;15;13;14;18;
    Facultades y Escuelas Superiores (F. y E.S);.;.;.;.;..;..;.;.;.;6;9;.;.;..;..;.;.;.;.;.;.;.;.;.;.;.;..;5;8;.;.;.;.;.;.;..;..;..;..;..;.;.;..;..;..;..;..;..;..;.;.;..;..;..;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel II. Profesor Agregado y Titular;.;..;..;..;..;..;.;.;.;.;..;..;..;..;..;.;.;.;.;..;..;..;..;..;.;..;..;.;..;..;..;..;..;.;..;..;.;.;..;..;.;.;..;..;..;.;.;..;..;.;.;..;..;..;
    F. y E.S: Nivel III. Profesor Adjunto, Contratado Doctor y Ayudante Doctor;.;.;.;.;.;.;.;.;.;4;.;.;.;.;.;.;.;.;.;.;.;..;..;.;.;.;.;3;.;.;..;..;.;.;.;.;..;..;..;..;..;.;.;.;.;..;..;..;..;..;.;.;.;.;
    F. y E.S: Nivel IV. Profesor Asociado;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel V y VI. Profesor Ayudante, Auxiliar o Colaborador;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;.;.;.;.;..;..;..;.;.;.;.;.;.;..;..;..;.;.;
    Escuelas Universitarias y Otras Enseñanzas (E.U y Otras);..;..;..;..;..;..;..;135;135;16;22;17;18;17;20;20;33;38;..;..;..;..;..;..;..;..;..;9;13;10;10;10;12;13;21;22;..;..;..;..;..;..;..;..;..;7;9;7;8;7;8;8;12;16;
    E.U y Otras: Nivel I. Profesor Agregado y Titular;..;.;.;.;.;.;.;.;.;8;2;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;6;1;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;
    E.U y Otras: Nivel II. Profesor Adjunto y Contratado Doctor;.;..;.;.;.;.;.;.;.;.;12;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;9;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;3;.;.;.;.;.;.;.;
    E.U y Otras: Nivel III y Nivel IV. Profesor Asociado, Ayudante, Auxiliar y Colaborador;..;..;..;..;..;..;..;135;135;8;8;17;18;17;20;20;33;38;.;.;..;..;..;..;..;..;..;3;3;10;10;10;12;13;21;22;..;..;..;..;..;..;..;..;..;5;5;7;8;7;8;8;12;16;
    Otro personal docente;112;..;..;..;102;110;102;.;.;17;10;12;13;7;6;5;.;.;..;..;..;..;..;..;..;.;.;8;4;5;7;3;3;3;.;.;..;..;..;..;..;..;..;.;.;9;7;7;6;4;3;2;.;.;
Complutense de Madrid;
    Total;497;489;536;535;520;529;275;384;391;288;295;292;271;284;295;160;251;264;263;253;271;265;248;247;129;197;190;164;164;160;150;145;152;81;135;131;234;236;265;270;272;282;146;187;201;124;131;132;122;139;143;79;116;133;
    Facultades y Escuelas Superiores (F. y E.S);297;296;387;386;368;377;223;189;210;138;148;185;171;174;183;122;120;140;156;151;188;181;164;163;..;..;..;83;85;102;95;87;92;58;64;64;141;145;199;205;204;214;126;..;119;55;62;83;75;86;91;64;56;77;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;..;..;..;..;..;..;..;.;.;16;14;13;10;18;14;15;5;5;..;..;..;..;..;..;..;..;..;7;5;5;4;5;5;6;..;..;..;..;..;..;..;..;..;.;..;9;9;8;6;13;8;9;2;..;
    F. y E.S: Nivel II. Profesor Agregado y Titular;106;101;133;142;131;131;..;..;..;52;51;76;78;73;74;31;30;36;..;..;..;..;..;..;..;..;..;31;32;49;50;45;45;18;14;18;..;..;..;..;..;..;..;..;..;20;20;27;28;28;29;14;16;18;
    F. y E.S: Nivel III. Profesor Adjunto, Contratado Doctor y Ayudante Doctor;104;111;169;151;..;108;..;..;139;60;67;87;71;56;61;44;65;86;..;..;..;..;..;..;..;..;..;40;41;42;34;28;30;20;38;34;..;..;..;..;..;..;..;..;..;20;26;45;37;28;32;24;27;52;
    F. y E.S: Nivel IV. Profesor Asociado;.;.;..;..;.;.;.;.;.;.;4;..;..;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;2;..;..;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;2;.;.;.;.;.;.;.;
    F. y E.S: Nivel V y VI. Profesor Ayudante, Auxiliar o Colaborador;..;..;..;..;102;101;..;..;..;10;11;9;12;27;34;32;20;13;..;..;..;..;..;..;..;..;..;5;6;5;7;9;12;14;9;8;..;..;..;..;..;..;..;..;..;6;5;4;5;18;22;18;11;5;
    Escuelas Universitarias y Otras Enseñanzas (E.U y Otras);200;184;124;124;128;131;..;169;153;150;143;89;85;95;96;25;117;106;107;100;..;..;..;..;..;..;..;80;78;46;44;47;49;14;61;55;..;..;..;..;..;..;..;..;..;70;65;43;41;48;48;11;56;51;
    E.U y Otras: Nivel I. Profesor Agregado y Titular;..;..;.;.;.;.;.;..;.;..;35;.;.;.;.;.;..;.;..;..;.;.;.;.;.;..;.;22;22;.;.;.;.;.;..;.;..;..;.;.;.;.;.;.;.;12;12;.;.;.;.;.;.;.;
    E.U y Otras: Nivel II. Profesor Adjunto y Contratado Doctor;..;..;..;..;..;..;..;123;111;37;36;61;63;65;67;25;81;76;..;..;..;..;..;..;..;..;..;17;17;31;34;32;35;14;41;40;..;..;..;..;..;..;..;..;..;20;19;29;29;33;32;11;40;36;
    E.U y Otras: Nivel III y Nivel IV. Profesor Asociado, Ayudante, Auxiliar y Colaborador;103;..;..;..;..;..;.;..;..;80;72;28;22;30;30;.;35;30;..;..;..;..;..;..;.;..;..;42;39;15;10;14;14;.;19;15;..;..;..;..;..;..;.;..;..;38;33;14;11;15;15;.;16;15;
    Otro personal docente;.;.;..;..;..;..;..;..;..;.;5;18;15;15;15;13;14;18;.;..;..;..;..;..;..;..;..;.;..;12;10;11;11;8;10;12;.;.;.;.;.;.;.;.;.;.;.;6;6;4;5;4;4;5;
Córdoba;
    Total;..;..;..;..;..;..;..;..;..;21;22;27;27;26;27;29;31;32;..;..;..;..;..;..;..;..;..;14;15;19;19;18;17;18;18;18;..;..;..;..;..;..;..;..;..;7;7;8;9;8;10;10;13;14;
    Facultades y Escuelas Superiores (F. y E.S);..;..;..;..;..;..;..;..;..;13;14;18;18;17;18;20;21;20;..;..;..;..;..;..;..;..;..;8;9;12;12;11;11;11;11;12;.;..;.;..;.;..;..;..;..;5;6;7;7;6;7;9;10;9;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;..;..;..;..;..;..;..;..;..;13;13;16;16;15;16;16;17;17;..;..;..;..;..;..;..;..;..;8;8;11;11;10;10;10;10;10;.;.;.;.;.;.;.;.;.;5;5;6;6;5;6;6;7;7;
    F. y E.S: Nivel II. Profesor Agregado y Titular;.;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;
    F. y E.S: Nivel III. Profesor Adjunto, Contratado Doctor y Ayudante Doctor;.;..;..;..;..;..;..;..;.;.;..;..;..;..;..;..;..;1;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;..;1;.;..;..;..;..;..;..;.;..;.;..;..;..;..;..;..;.;0;
    F. y E.S: Nivel IV. Profesor Asociado;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;..;1;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;..;0;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;..;0;
    F. y E.S: Nivel V y VI. Profesor Ayudante, Auxiliar o Colaborador;.;..;..;..;..;..;..;..;..;.;..;..;..;..;..;..;..;..;.;..;..;..;..;..;..;.;..;.;..;..;..;..;..;..;.;1;.;..;..;..;..;..;..;..;..;.;..;..;..;..;..;..;..;..;
    Escuelas Universitarias y Otras Enseñanzas (E.U y Otras);..;..;..;..;..;..;..;..;..;9;8;9;9;9;9;9;8;7;.;.;.;..;..;..;..;.;.;6;6;7;7;7;7;7;6;4;.;..;.;.;.;.;.;.;.;2;..;2;2;2;2;2;3;..;
    E.U y Otras: Nivel I. Profesor Agregado y Titular;..;..;..;..;..;..;..;.;.;9;8;8;8;8;7;7;6;6;.;.;.;.;.;.;.;.;.;6;6;7;7;7;6;5;.;.;.;..;.;.;.;.;.;..;.;2;..;2;2;2;2;2;..;..;
    E.U y Otras: Nivel II. Profesor Adjunto y Contratado Doctor;.;..;..;..;..;..;..;.;..;.;..;..;..;..;..;..;1;0;.;..;..;..;..;..;..;..;..;.;..;..;..;..;..;..;..;0;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;
    E.U y Otras: Nivel III y Nivel IV. Profesor Asociado, Ayudante, Auxiliar y Colaborador;.;.;.;..;..;..;..;..;..;.;.;.;..;..;..;..;..;0;.;.;.;..;..;..;..;..;..;.;.;.;..;..;..;..;..;0;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;.;.;
    Otro personal docente;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;..;..;5;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;..;..;.;.;.;.;.;.;..;..;.;.;.;.;.;.;.;..;..;3;
Extremadura;
    Total;..;..;..;..;..;..;..;..;..;13;25;43;41;42;..;35;31;26;..;..;..;..;..;..;..;..;..;7;11;24;22;22;19;19;18;15;..;..;..;..;..;..;..;..;..;6;14;19;19;20;18;16;13;11;
    Facultades y Escuelas Superiores (F. y E.S);.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel II. Profesor Agregado y Titular;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel III. Profesor Adjunto, Contratado Doctor y Ayudante Doctor;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel IV. Profesor Asociado;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    F. y E.S: Nivel V y VI. Profesor Ayudante, Auxiliar o Colaborador;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    Escuelas Universitarias y Otras Enseñanzas (E.U y Otras);.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    E.U y Otras: Nivel I. Profesor Agregado y Titular;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    E.U y Otras: Nivel II. Profesor Adjunto y Contratado Doctor;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    E.U y Otras: Nivel III y Nivel IV. Profesor Asociado, Ayudante, Auxiliar y Colaborador;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
    Otro personal docente;..;..;..;..;..;..;..;..;..;13;25;43;41;42;..;35;31;26;..;..;..;..;..;..;..;..;..;7;11;24;22;22;19;19;18;15;..;..;..;..;..;..;..;..;..;6;14;19;19;20;18;16;13;11;
Girona;
    Total;259;298;288;258;278;272;268;258;283;116;127;119;113;116;102;106;99;110;118;134;133;122;136;135;129;125;136;51;54;53;51;52;49;53;49;53;141;164;155;136;142;137;139;133;147;66;73;66;62;64;52;54;50;57;
    Facultades y Escuelas Superiores (F. y E.S);..;..;.;..;..;..;..;.;..;..;..;.;..;..;..;..;2;1;..;..;.;..;..;..;..;..;..;..;..;.;..;..;..;..;..;0;.;.;.;..;..;..;..;..;..;.;.;.;..;..;..;..;..;0;
    F. y E.S: Nivel I. Profesor Director, Ordinario y Catedrático;.;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;..;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;
